species	taxon_id	element_type	corresponding_file
Pe_acidilactici_SRCM102732_C	1254	:CHRSM	Pe_acidilactici_SRCM102732_C
Pe_acidilactici_SRCM103367_C	1254	:CHRSM	Pe_acidilactici_SRCM103367_C
Pe_acidilactici_SRCM103387_C	1254	:CHRSM	Pe_acidilactici_SRCM103387_C
Pe_acidilactici_SRCM103444_C	1254	:CHRSM	Pe_acidilactici_SRCM103444_C
Pe_acidilactici_ZPA017_C	1254	:CHRSM	Pe_acidilactici_ZPA017_C
Pe_acidilactici_CNRZ360_P	1254	:CHRSM	Pe_acidilactici_CNRZ360_P
Pe_acidilactici_CNRZ443_P	1254	:CHRSM	Pe_acidilactici_CNRZ443_P
Pe_parvulus_CNRZ2237_P	54062	:CHRSM	Pe_parvulus_CNRZ2237_P
Pe_parvulus_CNRZ2238_P	54062	:CHRSM	Pe_parvulus_CNRZ2238_P
Pe_parvulus_CNRZ2239_P	54062	:CHRSM	Pe_parvulus_CNRZ2239_P
Pe_pentosaceus_6_1_S	1255	:CHRSM	Pe_pentosaceus_6_1_S
Pe_pentosaceus_ATCC_25745_C	1255	:CHRSM	Pe_pentosaceus_ATCC_25745_C
Pe_pentosaceus_CNRZ444_P	1255	:CHRSM	Pe_pentosaceus_CNRZ444_P
Pe_pentosaceus_DSM_20281_S	1255	:CHRSM	Pe_pentosaceus_DSM_20281_S
Pe_pentosaceus_DSM_20333_S	1255	:CHRSM	Pe_pentosaceus_DSM_20333_S
Pe_pentosaceus_DSM_28628_S	1255	:CHRSM	Pe_pentosaceus_DSM_28628_S
Pe_pentosaceus_DSM_46292_S	1255	:CHRSM	Pe_pentosaceus_DSM_46292_S
Pe_pentosaceus_FAM18321_S	1255	:CHRSM	Pe_pentosaceus_FAM18321_S
Pe_pentosaceus_FAM18813_S	1255	:CHRSM	Pe_pentosaceus_FAM18813_S
Pe_pentosaceus_FAM19086_S	1255	:CHRSM	Pe_pentosaceus_FAM19086_S
Pe_pentosaceus_FAM20650_S	1255	:CHRSM	Pe_pentosaceus_FAM20650_S
Pe_pentosaceus_FAM_19144_S	1255	:CHRSM	Pe_pentosaceus_FAM_19144_S
Pe_pentosaceus_FAM_19164_S	1255	:CHRSM	Pe_pentosaceus_FAM_19164_S
Pe_pentosaceus_FAM_20709_S	1255	:CHRSM	Pe_pentosaceus_FAM_20709_S
Pe_pentosaceus_FAM_20746_S	1255	:CHRSM	Pe_pentosaceus_FAM_20746_S
Pe_pentosaceus_FAM_22491_S	1255	:CHRSM	Pe_pentosaceus_FAM_22491_S
Pe_pentosaceus_FAM_23908_S	1255	:CHRSM	Pe_pentosaceus_FAM_23908_S
Pe_pentosaceus_FAM_24207_S	1255	:CHRSM	Pe_pentosaceus_FAM_24207_S
Pe_pentosaceus_FAM_24211_S	1255	:CHRSM	Pe_pentosaceus_FAM_24211_S
Pe_pentosaceus_FAM_24213_S	1255	:CHRSM	Pe_pentosaceus_FAM_24213_S
Pe_pentosaceus_GDIAS001_C	1255	:CHRSM	Pe_pentosaceus_GDIAS001_C
Pe_pentosaceus_JQI-7_C	1255	:CHRSM	Pe_pentosaceus_JQI-7_C
Pe_pentosaceus_KCCM_40703_C	1255	:CHRSM	Pe_pentosaceus_KCCM_40703_C
Pe_pentosaceus_LMG_11487_S	1255	:CHRSM	Pe_pentosaceus_LMG_11487_S
Pe_pentosaceus_LP28_S	1255	:CHRSM	Pe_pentosaceus_LP28_S
Pe_pentosaceus_MNM-G1_P	1255	:CHRSM	Pe_pentosaceus_MNM-G1_P
Pe_pentosaceus_PK-V1-2-126_P	1255	:CHRSM	Pe_pentosaceus_PK-V1-2-126_P
Pe_pentosaceus_PK-VPR1-2-33_P	1255	:CHRSM	Pe_pentosaceus_PK-VPR1-2-33_P
Pe_pentosaceus_SL001_C	1255	:CHRSM	Pe_pentosaceus_SL001_C
Pe_pentosaceus_SL4_C	1255	:CHRSM	Pe_pentosaceus_SL4_C
Pe_pentosaceus_SRCM100194_C	1255	:CHRSM	Pe_pentosaceus_SRCM100194_C
Pe_pentosaceus_SRCM100892_C	1255	:CHRSM	Pe_pentosaceus_SRCM100892_C
Pe_pentosaceus_SRCM102734_C	1255	:CHRSM	Pe_pentosaceus_SRCM102734_C
Pe_pentosaceus_SRCM102736_C	1255	:CHRSM	Pe_pentosaceus_SRCM102736_C
Pe_pentosaceus_SRCM102738_C	1255	:CHRSM	Pe_pentosaceus_SRCM102738_C
Pe_pentosaceus_SRCM102739_C	1255	:CHRSM	Pe_pentosaceus_SRCM102739_C
Pe_pentosaceus_SRCM102740_C	1255	:CHRSM	Pe_pentosaceus_SRCM102740_C
Pe_pentosaceus_SS1-3_C	1255	:CHRSM	Pe_pentosaceus_SS1-3_C
Pe_pentosaceus_wikim20_C	1255	:CHRSM	Pe_pentosaceus_wikim20_C
Pr_freudenreichii_CB129slpB_C	1744	:CHRSM	Pr_freudenreichii_CB129slpB_C
Pr_freudenreichii_CIRM-B1AI_C	1744	:CHRSM	Pr_freudenreichii_CIRM-B1AI_C
Pr_freudenreichii_CIRM_BIA1_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA1_S
Pr_freudenreichii_CIRM_BIA118_S	1744	:CHRSM	Pr_freudenreichii_CIRM-BIA118_S
Pr_freudenreichii_CIRM_BIA119_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA119_S
Pr_freudenreichii_CIRM_BIA121_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA121_S
Pr_freudenreichii_CIRM_BIA122_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA122_S
Pr_freudenreichii_CIRM_BIA122_C	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA122_C
Pr_freudenreichii_CIRM_BIA123_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA123_S
Pr_freudenreichii_CIRM_BIA125_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA125_S
Pr_freudenreichii_CIRM_BIA127_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA127_S
Pr_freudenreichii_CIRM_BIA134_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA134_S
Pr_freudenreichii_CIRM_BIA135_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA135_S
Pr_freudenreichii_CIRM_BIA138_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA138_S
Pr_freudenreichii_CIRM_BIA139_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA139_S
Pr_freudenreichii_CIRM_BIA456_S	1744	:CHRSM	Pr_freudenreichii_CIRM-BIA456_S
Pr_freudenreichii_CIRM_BIA456_Pl	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA456_Pl
Pr_freudenreichii_CIRM_BIA456_C	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA456_C
Pr_freudenreichii_CIRM_BIA508_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA508_S
Pr_freudenreichii_CIRM_BIA512_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA512_S
Pr_freudenreichii_CIRM_BIA513_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA513_S
Pr_freudenreichii_CIRM_BIA514_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA514_S
Pr_freudenreichii_CIRM_BIA516_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA516_S
Pr_freudenreichii_CIRM_BIA527_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA527_S
Pr_freudenreichii_CIRM_BIA1025_S	1744	:CHRSM	Pr_freudenreichii_CIRM_BIA1025_S
Pr_freudenreichii_DSM_20271_C	1744	:CHRSM	Pr_freudenreichii_DSM_20271_C
Pr_freudenreichii_FAM_14217_C	1744	:CHRSM	Pr_freudenreichii_FAM_14217_C
Pr_freudenreichii_ITG_P14_S	1744	:CHRSM	Pr_freudenreichii_ITG_P14_S
Pr_freudenreichii_ITG_P18_S	1744	:CHRSM	Pr_freudenreichii_ITG_P18_S
Pr_freudenreichii_ITG_P1_S	1744	:CHRSM	Pr_freudenreichii_ITG_P1_S
Pr_freudenreichii_ITG_P20_S	1744	:CHRSM	Pr_freudenreichii_ITG_P20_S
Pr_freudenreichii_ITG_P23_S	1744	:CHRSM	Pr_freudenreichii_ITG_P23_S
Pr_freudenreichii_MGYG-HGUT-02401_C	1744	:CHRSM	Pr_freudenreichii_MGYG-HGUT-02401_C
Pr_freudenreichii_P-UF1_C	1744	:CHRSM	Pr_freudenreichii_P-UF1_C
Pr_freudenreichii_PFREUDJS1_C	1744	:CHRSM	Pr_freudenreichii_PFREUDJS1_C
Pr_freudenreichii_PFRJS-23_C	1744	:CHRSM	Pr_freudenreichii_PFRJS-23_C
Pr_freudenreichii_PFRJS11_C	1744	:CHRSM	Pr_freudenreichii_PFRJS11_C
Pr_freudenreichii_PFRJS12-1_C	1744	:CHRSM	Pr_freudenreichii_PFRJS12-1_C
Pr_freudenreichii_PFRJS12_C	1744	:CHRSM	Pr_freudenreichii_PFRJS12_C
Pr_freudenreichii_PFRJS14_C	1744	:CHRSM	Pr_freudenreichii_PFRJS14_C
Pr_freudenreichii_PFRJS18_C	1744	:CHRSM	Pr_freudenreichii_PFRJS18_C
Pr_freudenreichii_PFRJS22-genome_C	1744	:CHRSM	Pr_freudenreichii_PFRJS22-genome_C
Pr_freudenreichii_PFRJS25_C	1744	:CHRSM	Pr_freudenreichii_PFRJS25_C
Pr_freudenreichii_PFRJS2_C	1744	:CHRSM	Pr_freudenreichii_PFRJS2_C
Pr_freudenreichii_PFRJS4_C	1744	:CHRSM	Pr_freudenreichii_PFRJS4_C
Pr_freudenreichii_PFRJS8_C	1744	:CHRSM	Pr_freudenreichii_PFRJS8_C
Pr_freudenreichii_T82_S	1744	:CHRSM	Pr_freudenreichii_T82_S
Pr_freudenreichii_TL1226_P	1744	:CHRSM	Pr_freudenreichii_TL1226_P
Pr_freudenreichii_TL1250_P	1744	:CHRSM	Pr_freudenreichii_TL1250_P
Pr_freudenreichii_TL1252_P	1744	:CHRSM	Pr_freudenreichii_TL1252_P
Pr_freudenreichii_TL1263_P	1744	:CHRSM	Pr_freudenreichii_TL1263_P
Pr_freudenreichii_TL1369_P	1744	:CHRSM	Pr_freudenreichii_TL1369_P
Pr_freudenreichii_TL208_P	1744	:CHRSM	Pr_freudenreichii_TL208_P
Pr_freudenreichii_TL209_P	1744	:CHRSM	Pr_freudenreichii_TL209_P
Pr_freudenreichii_TL210_P	1744	:CHRSM	Pr_freudenreichii_TL210_P
Pr_freudenreichii_TL230_P	1744	:CHRSM	Pr_freudenreichii_TL230_P
Pr_freudenreichii_TL234_P	1744	:CHRSM	Pr_freudenreichii_TL234_P
Pr_freudenreichii_TL259_P	1744	:CHRSM	Pr_freudenreichii_TL259_P
Pr_freudenreichii_TL267_P	1744	:CHRSM	Pr_freudenreichii_TL267_P
Pr_freudenreichii_TL292_P	1744	:CHRSM	Pr_freudenreichii_TL292_P
Pr_freudenreichii_TL501_P	1744	:CHRSM	Pr_freudenreichii_TL501_P
Pr_freudenreichii_TL502_P	1744	:CHRSM	Pr_freudenreichii_TL502_P
Pr_freudenreichii_TL512_P	1744	:CHRSM	Pr_freudenreichii_TL512_P
Pr_freudenreichii_TL521_P	1744	:CHRSM	Pr_freudenreichii_TL521_P
Pr_freudenreichii_TL525_P	1744	:CHRSM	Pr_freudenreichii_TL525_P
Pr_freudenreichii_TL589_P	1744	:CHRSM	Pr_freudenreichii_TL589_P
ST-CIRM368	1308	:CHRSM	LHFFIPOL_1
ST-CIRM65	1308	:CHRSM	AGACCFCK_1
ST-CIRM67	1308	:CHRSM	FAINBHJH_1
ST-CIRM956	1308	:CHRSM	EMDDFLNA_1
ST-CIRM998	1308	:CHRSM	BPNOFOMI_1
St_thermophilus_05-34_S	1308	:CHRSM	St_thermophilus_05-34_S
St_thermophilus_ACA-DC_2_C	1308	:CHRSM	St_thermophilus_ACA-DC_2_C
St_thermophilus_APC151_C	1308	:CHRSM	St_thermophilus_APC151_C
St_thermophilus_ASCC_1275_C	1308	:CHRSM	St_thermophilus_ASCC_1275_C
St_thermophilus_ATCC_19258_C	1308	:CHRSM	St_thermophilus_ATCC_19258_C
St_thermophilus_ATCC_19258_S	1308	:CHRSM	St_thermophilus_ATCC_19258_S
St_thermophilus_B59671_C	1308	:CHRSM	St_thermophilus_B59671_C
St_thermophilus_CBC-S77_S	1308	:CHRSM	St_thermophilus_CBC-S77_S
St_thermophilus_CNRZ1066_C	1308	:CHRSM	St_thermophilus_CNRZ1066_C
St_thermophilus_CNRZ1197_P	1308	:CHRSM	St_thermophilus_CNRZ1197_P
St_thermophilus_CNRZ1400_P	1308	:CHRSM	St_thermophilus_CNRZ1400_P
St_thermophilus_CNRZ1492_P	1308	:CHRSM	St_thermophilus_CNRZ1492_P
St_thermophilus_CNRZ1575_P	1308	:CHRSM	St_thermophilus_CNRZ1575_P
St_thermophilus_CNRZ1576_P	1308	:CHRSM	St_thermophilus_CNRZ1576_P
St_thermophilus_CNRZ1595_P	1308	:CHRSM	St_thermophilus_CNRZ1595_P
St_thermophilus_CNRZ1596_P	1308	:CHRSM	St_thermophilus_CNRZ1596_P
St_thermophilus_CNRZ160_P	1308	:CHRSM	St_thermophilus_CNRZ160_P
St_thermophilus_CNRZ1820_P	1308	:CHRSM	St_thermophilus_CNRZ1820_P
St_thermophilus_CNRZ1821_P	1308	:CHRSM	St_thermophilus_CNRZ1821_P
St_thermophilus_CNRZ1822_P	1308	:CHRSM	St_thermophilus_CNRZ1822_P
St_thermophilus_CNRZ1893_P	1308	:CHRSM	St_thermophilus_CNRZ1893_P
St_thermophilus_CNRZ1896_P	1308	:CHRSM	St_thermophilus_CNRZ1896_P
St_thermophilus_CNRZ21_P	1308	:CHRSM	St_thermophilus_CNRZ21_P
St_thermophilus_CNRZ27_P	1308	:CHRSM	St_thermophilus_CNRZ27_P
St_thermophilus_CNRZ302_P	1308	:CHRSM	St_thermophilus_CNRZ302_P
St_thermophilus_CNRZ307_P	1308	:CHRSM	St_thermophilus_CNRZ307_P
St_thermophilus_CNRZ308_P	1308	:CHRSM	St_thermophilus_CNRZ308_P
St_thermophilus_CNRZ310_P	1308	:CHRSM	St_thermophilus_CNRZ310_P
St_thermophilus_CNRZ385_P	1308	:CHRSM	St_thermophilus_CNRZ385_P
St_thermophilus_CNRZ386_P	1308	:CHRSM	St_thermophilus_CNRZ386_P
St_thermophilus_CNRZ387_P	1308	:CHRSM	St_thermophilus_CNRZ387_P
St_thermophilus_CNRZ389_P	1308	:CHRSM	St_thermophilus_CNRZ389_P
St_thermophilus_CNRZ439_P	1308	:CHRSM	St_thermophilus_CNRZ439_P
St_thermophilus_CNRZ446_P	1308	:CHRSM	St_thermophilus_CNRZ446_P
St_thermophilus_CNRZ447_P	1308	:CHRSM	St_thermophilus_CNRZ447_P
St_thermophilus_CNRZ455_P	1308	:CHRSM	St_thermophilus_CNRZ455_P
St_thermophilus_CNRZ461_P	1308	:CHRSM	St_thermophilus_CNRZ461_P
St_thermophilus_CNRZ463_P	1308	:CHRSM	St_thermophilus_CNRZ463_P
St_thermophilus_CNRZ464_P	1308	:CHRSM	St_thermophilus_CNRZ464_P
St_thermophilus_CNRZ701_P	1308	:CHRSM	St_thermophilus_CNRZ701_P
St_thermophilus_CNRZ702_P	1308	:CHRSM	St_thermophilus_CNRZ702_P
St_thermophilus_CNRZ703_P	1308	:CHRSM	St_thermophilus_CNRZ703_P
St_thermophilus_CNRZ756_P	1308	:CHRSM	St_thermophilus_CNRZ756_P
St_thermophilus_CNRZ757_P	1308	:CHRSM	St_thermophilus_CNRZ757_P
St_thermophilus_CNRZ758_P	1308	:CHRSM	St_thermophilus_CNRZ758_P
St_thermophilus_CNRZ759_P	1308	:CHRSM	St_thermophilus_CNRZ759_P
St_thermophilus_CNRZ761_P	1308	:CHRSM	St_thermophilus_CNRZ761_P
St_thermophilus_CNRZ779_P	1308	:CHRSM	St_thermophilus_CNRZ779_P
St_thermophilus_CNRZ781_P	1308	:CHRSM	St_thermophilus_CNRZ781_P
St_thermophilus_CNRZ7_P	1308	:CHRSM	St_thermophilus_CNRZ7_P
St_thermophilus_CS18_C	1308	:CHRSM	St_thermophilus_CS18_C
St_thermophilus_CS5_C	1308	:CHRSM	St_thermophilus_CS5_C
St_thermophilus_CS8_C	1308	:CHRSM	St_thermophilus_CS8_C
St_thermophilus_CS9_C	1308	:CHRSM	St_thermophilus_CS9_C
St_thermophilus_DGCC_7710_C	1308	:CHRSM	St_thermophilus_DGCC_7710_C
St_thermophilus_EPS_C	1308	:CHRSM	St_thermophilus_EPS_C
St_thermophilus_EU01_C	1308	:CHRSM	St_thermophilus_EU01_C
St_thermophilus_GABA_C	1308	:CHRSM	St_thermophilus_GABA_C
St_thermophilus_IDCC2201_C	1308	:CHRSM	St_thermophilus_IDCC2201_C
St_thermophilus_JIM_8232_C	1308	:CHRSM	St_thermophilus_JIM_8232_C
St_thermophilus_KLDS3-1012_S	1308	:CHRSM	St_thermophilus_KLDS3-1012_S
St_thermophilus_KLDS_3-1003_C	1308	:CHRSM	St_thermophilus_KLDS_3-1003_C
St_thermophilus_KLDS_SM_C	1308	:CHRSM	St_thermophilus_KLDS_SM_C
St_thermophilus_LMD-9_C	1308	:CHRSM	St_thermophilus_LMD-9_C
St_thermophilus_LMG_18311_C	1308	:CHRSM	St_thermophilus_LMG_18311_C
St_thermophilus_MN-BM-A01_C	1308	:CHRSM	St_thermophilus_MN-BM-A01_C
St_thermophilus_MN-BM-A02_C	1308	:CHRSM	St_thermophilus_MN-BM-A02_C
St_thermophilus_MN-ZLW-002_C	1308	:CHRSM	St_thermophilus_MN-ZLW-002_C
St_thermophilus_N4L_C	1308	:CHRSM	St_thermophilus_N4L_C
St_thermophilus_NCTC12958_C	1308	:CHRSM	St_thermophilus_NCTC12958_C
St_thermophilus_ND03_C	1308	:CHRSM	St_thermophilus_ND03_C
St_thermophilus_ND07_C	1308	:CHRSM	St_thermophilus_ND07_C
St_thermophilus_S9_C	1308	:CHRSM	St_thermophilus_S9_C
St_thermophilus_SMQ-301_C	1308	:CHRSM	St_thermophilus_SMQ-301_C
St_thermophilus_ST106_C	1308	:CHRSM	St_thermophilus_ST106_C
St_thermophilus_ST109_C	1308	:CHRSM	St_thermophilus_ST109_C
St_thermophilus_ST10P2_P	1308	:CHRSM	St_thermophilus_ST10P2_P
St_thermophilus_ST3_C	1308	:CHRSM	St_thermophilus_ST3_C
St_thermophilus_ST64987_C	1308	:CHRSM	St_thermophilus_ST64987_C
St_thermophilus_STH_CIRM_1035_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1035_C
St_thermophilus_STH_CIRM_1046_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1046_C
St_thermophilus_STH_CIRM_1047_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1047_C
St_thermophilus_STH_CIRM_1048_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1048_C
St_thermophilus_STH_CIRM_1049_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1049_C
St_thermophilus_STH_CIRM_1050_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1050_C
St_thermophilus_STH_CIRM_1051_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1051_C
St_thermophilus_STH_CIRM_1055_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1055_C
St_thermophilus_STH_CIRM_1116_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1116_C
St_thermophilus_STH_CIRM_1121_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1121_C
St_thermophilus_STH_CIRM_1122_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1122_C
St_thermophilus_STH_CIRM_1125_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1125_C
St_thermophilus_STH_CIRM_1358_C	1308	:CHRSM	St_thermophilus_STH_CIRM_1358_C
St_thermophilus_STH_CIRM_16_C	1308	:CHRSM	St_thermophilus_STH_CIRM_16_C
St_thermophilus_STH_CIRM_18_C	1308	:CHRSM	St_thermophilus_STH_CIRM_18_C
St_thermophilus_STH_CIRM_19_C	1308	:CHRSM	St_thermophilus_STH_CIRM_19_C
St_thermophilus_STH_CIRM_2101_C	1308	:CHRSM	St_thermophilus_STH_CIRM_2101_C
St_thermophilus_STH_CIRM_23_C	1308	:CHRSM	St_thermophilus_STH_CIRM_23_C
St_thermophilus_STH_CIRM_29_C	1308	:CHRSM	St_thermophilus_STH_CIRM_29_C
St_thermophilus_STH_CIRM_30_C	1308	:CHRSM	St_thermophilus_STH_CIRM_30_C
St_thermophilus_STH_CIRM_32_C	1308	:CHRSM	St_thermophilus_STH_CIRM_32_C
St_thermophilus_STH_CIRM_336_C	1308	:CHRSM	St_thermophilus_STH_CIRM_336_C
St_thermophilus_STH_CIRM_368_C	1308	:CHRSM	St_thermophilus_STH_CIRM_368_C
St_thermophilus_STH_CIRM_36_C	1308	:CHRSM	St_thermophilus_STH_CIRM_36_C
St_thermophilus_STH_CIRM_65_C	1308	:CHRSM	St_thermophilus_STH_CIRM_65_C
St_thermophilus_STH_CIRM_67_C	1308	:CHRSM	St_thermophilus_STH_CIRM_67_C
St_thermophilus_STH_CIRM_772_C	1308	:CHRSM	St_thermophilus_STH_CIRM_772_C
St_thermophilus_STH_CIRM_956_C	1308	:CHRSM	St_thermophilus_STH_CIRM_956_C
St_thermophilus_STH_CIRM_961_C	1308	:CHRSM	St_thermophilus_STH_CIRM_961_C
St_thermophilus_STH_CIRM_967_C	1308	:CHRSM	St_thermophilus_STH_CIRM_967_C
St_thermophilus_STH_CIRM_998_C	1308	:CHRSM	St_thermophilus_STH_CIRM_998_C
St_thermophilus_St1-GS-2_S	1308	:CHRSM	St_thermophilus_St1-GS-2_S
St_thermophilus_St1-WT_S	1308	:CHRSM	St_thermophilus_St1-WT_S
St_thermophilus_TK-P3A_C	1308	:CHRSM	St_thermophilus_TK-P3A_C
